Author,Names,Jobs,Num_Trials,Model,Temperature,Metric,Sensitive_Attribute_Vector,Result_Vector,Std_Error_Vector
armstrong,gaeb,armstrong,10,gpt4o,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993730407523511, 1.0101010101010102, 1.0088383838383839, 1.0075757575757576]",
armstrong,gaeb,armstrong,10,gpt4o,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993730407523511, 1.0101010101010102, 1.0088383838383839, 1.0075757575757576]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.7149999999995235, 0.7149999999995235, 0.7149999999995235, 0.7149999999995235]","[0.2500407435278101, 0.2500407435278101, 0.2500407435278101, 0.2500407435278101]"
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.39687499999999976, 0.2287499999999999, 0.15250000000000008, 0.36999999999999994]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.002118252894554029, 0.0001376360834813295, 0.00023498843521202462, -0.0008325304561797031]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0525812619502868, 1.0371747211895912, 1.0241635687732342, 0.929368029739777]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0525812619502868, 1.0371747211895912, 1.0241635687732342, 0.929368029739777]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0406137184115523, 1.0104895104895106, 1.0052447552447552, 0.9370629370629372]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0325018896447469, 1.0180995475113122, 1.0301659125188538, 1.0075414781297134]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993734335839598, 1.0025094102885823, 1.0037641154328734, 0.9974905897114179]",
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993734335839598, 1.0025094102885823, 1.0037641154328734, 0.9974905897114179]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.4599999999998713, 0.4599999999998713, 0.4599999999998713, 0.4599999999998713]","[0.2538172079621125, 0.2538172079621125, 0.2538172079621125, 0.2538172079621125]"
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.2687499999999998, 0.0937500000000002, 0.2462500000000002, 0.11249999999999998]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.001437930455232661, 0.00018478078279859922, 0.000634973962707841, -0.00016798252981689576]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0193050193050195, 1.0276134122287968, 1.0729783037475344, 1.0256410256410255]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0193050193050195, 1.0276134122287968, 1.0729783037475344, 1.0256410256410255]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0025996533795496, 1.0052724077328645, 1.054481546572935, 1.001757469244288]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.034612490594432, 1.0119225037257824, 1.014903129657228, 1.0029806259314458]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0006273525721456, 1.0012547051442913, 1.0, 1.0]",
armstrong,gaeb,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0006273525721456, 1.0012547051442913, 1.0, 1.0]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.25750000000054135, 0.25750000000054135, 0.25750000000054135, 0.25750000000054135]","[0.2176312188435812, 0.2176312188435812, 0.2176312188435812, 0.2176312188435812]"
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.2856250000000001, 0.23125000000000015, 0.15249999999999997, 0.22249999999999995]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.001535499608565194, 0.0006148718345019843, 0.00040991455633465623, 6.719910759567238e-06]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0359572400388728, 1.0365384615384614, 1.025, 0.9673076923076923]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0359572400388728, 1.0365384615384614, 1.025, 0.9673076923076923]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0489759572573463, 1.0104166666666667, 1.0069444444444444, 0.9774305555555556]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.019402985074627, 1.013372956909361, 1.0059435364041605, 1.0014858841010401]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0025141420490258, 1.0025125628140703, 1.0012562814070352, 0.9987437185929648]",
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0025141420490258, 1.0025125628140703, 1.0012562814070352, 0.9987437185929648]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[-0.22749999999962553, -0.22749999999962553, -0.22749999999962553, -0.22749999999962553]","[0.26685340473017255, 0.26685340473017255, 0.26685340473017255, 0.26685340473017255]"
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.4931250000000001, 0.18374999999999997, 0.11249999999999992, 0.2949999999999999]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.0024979630703822475, 0.00015758961652076464, 0.0001274128814423292, 0.0004895337023836099]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0890609874152952, 0.9833333333333332, 1.0037037037037035, 1.0092592592592593]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0890609874152952, 0.9833333333333332, 1.0037037037037035, 1.0092592592592593]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0653357531760437, 1.0070921985815602, 1.0070921985815602, 1.0212765957446808]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0274480712166172, 1.0282738095238095, 1.0029761904761905, 1.0357142857142858]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0, 1.0012547051442913, 1.0012547051442913, 1.0]",
armstrong,nguyen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0, 1.0012547051442913, 1.0012547051442913, 1.0]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.5199999999994319, 0.5199999999994319, 0.5199999999994319, 0.5199999999994319]","[0.22679997787123327, 0.22679997787123327, 0.22679997787123327, 0.22679997787123327]"
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.3600000000000002, 0.44374999999999987, 0.3374999999999999, 0.36624999999999985]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.0019363297139207147, 0.0011933976535449253, 0.000907654553400361, 0.0009849732746159412]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0381604696673188, 1.06, 1.064, 1.042]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0381604696673188, 1.06, 1.064, 1.042]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0411817367949867, 1.069090909090909, 1.04, 1.0363636363636364]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.037509377344336, 1.0163447251114412, 1.0059435364041605, 1.013372956909361]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0031446540880502, 1.005044136191677, 1.0063051702395966, 1.005044136191677]",
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0031446540880502, 1.005044136191677, 1.0063051702395966, 1.005044136191677]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.06499999999966392, 0.06499999999966392, 0.06499999999966392, 0.06499999999966392]","[0.25996606536559097, 0.25996606536559097, 0.25996606536559097, 0.25996606536559097]"
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.4225, 0.2812500000000001, 0.2587499999999999, 0.15500000000000003]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.002271108542862166, 0.0007088815126388981, 0.0006282504401113054, -6.047330439573617e-05]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0518590998043051, 1.035225048923679, 1.0371819960861055, 1.0313111545988256]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0518590998043051, 1.035225048923679, 1.0371819960861055, 1.0313111545988256]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.047872340425532, 1.038664323374341, 1.0175746924428821, 1.0035149384885764]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0476550680786687, 1.0089020771513353, 1.0192878338278932, 0.9881305637982196]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0018844221105527, 1.0062893081761006, 1.0025157232704403, 1.0]",
armstrong,yin,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0018844221105527, 1.0062893081761006, 1.0025157232704403, 1.0]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.6600000000006055, 0.6600000000006055, 0.6600000000006055, 0.6600000000006055]","[0.20731530595884384, 0.20731530595884384, 0.20731530595884384, 0.20731530595884384]"
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,wasserstein_distance,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.7062499999999999, 0.15124999999999994, 0.26, 0.25875000000000004]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.003781543648954555, -1.0075160698813646e-05, 0.0006985444751177461, 0.0004735325528442136]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0878243512974053, 0.9733333333333334, 1.0133333333333334, 0.9980952380952381]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.60,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0878243512974053, 0.9733333333333334, 1.0133333333333334, 0.9980952380952381]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0891891891891892, 1.0194003527336861, 1.0282186948853616, 1.0423280423280423]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.80,"['Woman', 'Black', 'Hispanic', 'Asian']","[1.0510127531882971, 1.005856515373353, 1.0043923865300146, 0.9926793557833089]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993730407523511, 1.0037688442211055, 1.0037688442211055, 0.9987437185929648]",
armstrong,zollo,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.95,"['Woman', 'Black', 'Hispanic', 'Asian']","[0.9993730407523511, 1.0037688442211055, 1.0037688442211055, 0.9987437185929648]",
